0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.06,1.94,2.05375,2.06
2.266,2.134,2.25913,2.266
2.2866,2.1534,2.27966,2.2866
2.28866,2.15534,2.28172,2.28866
2.28887,2.15553,2.28192,2.28887
2.28889,2.15555,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.28194,2.28889
2.28889,2.15556,2.56194,2.28889
2.28889,2.15556,2.98994,2.28889
2.28889,2.15556,3.06399,2.28889
2.28889,2.15556,3.4714,2.28889
2.28889,2.15556,3.69214,2.28889
2.28889,2.15556,3.81421,2.28889
2.28889,2.15556,3.82642,2.28889
2.28889,2.15556,3.82764,2.28889
2.28889,2.15556,3.82776,2.28889
2.28889,2.15556,3.82778,2.28889
2.28889,2.15556,3.54778,2.28889
2.28889,2.15556,3.11978,2.28889
